0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,10,13,14,15,14,14,13,12,12,12,12,12,11,12,12,15,17,18,18,16,15,14,16,16,17,19,19,20,23,25,24,23,21,17,18,20,18,16,12,8,6,4,2,1,0,0,0,0,1,3,6,9,10,10,10,10,10,10,10,8,7,5,2,
25,35,41,43,43,43,42,41,41,42,43,45,47,46,46,48,53,58,62,62,60,57,56,57,61,64,67,68,71,81,90,91,86,75,64,62,65,66,60,49,36,27,21,15,8,3,0,0,1,5,12,21,28,34,37,37,37,37,36,34,31,27,22,15,
53,71,81,84,83,82,84,85,87,90,94,98,99,100,103,107,114,123,128,130,126,123,123,123,130,137,141,148,159,175,188,189,176,157,139,129,130,130,118,101,79,60,47,36,22,11,3,0,3,13,27,43,57,67,72,74,75,75,75,74,70,62,50,34,
103,132,148,150,150,152,155,158,159,164,169,172,175,180,186,195,206,218,227,231,228,228,228,230,239,245,249,260,281,304,322,326,307,273,249,234,232,233,212,182,151,118,94,71,45,23,8,1,9,28,54,83,110,130,141,143,144,144,145,148,147,137,113,82,
347,455,514,515,503,497,494,493,493,492,498,503,517,529,542,555,572,587,590,590,592,585,578,574,568,570,578,595,626,661,686,702,692,671,645,617,595,579,546,505,455,394,323,242,150,70,21,6,30,103,207,325,424,477,489,482,473,467,469,477,492,497,438,328,
950,1254,1433,1462,1430,1415,1405,1401,1401,1405,1411,1436,1465,1491,1508,1521,1530,1532,1525,1511,1486,1448,1415,1394,1377,1379,1395,1428,1480,1535,1566,1588,1584,1563,1553,1539,1509,1470,1409,1342,1277,1171,992,754,481,236,75,28,111,329,625,941,1191,1316,1330,1314,1305,1309,1325,1351,1398,1393,1237,949,
1919,2511,2887,3004,2958,2937,2938,2944,2976,3002,3019,3050,3086,3114,3129,3131,3119,3090,3057,3020,2977,2917,2857,2802,2763,2741,2770,2822,2895,2962,3010,3033,3056,3050,3054,3057,3029,2969,2907,2832,2753,2559,2188,1668,1090,566,203,86,280,725,1325,1947,2438,2717,2777,2736,2707,2706,2742,2832,2931,2860,2520,1946,
3072,4002,4609,4874,4829,4816,4838,4865,4930,4976,5019,5058,5087,5109,5121,5106,5064,4994,4933,4880,4805,4740,4659,4573,4523,4486,4512,4581,4661,4730,4786,4816,4853,4871,4900,4923,4903,4850,4798,4731,4636,4331,3729,2864,1890,1011,390,173,501,1213,2176,3181,3963,4433,4556,4490,4462,4470,4523,4641,4778,4590,4025,3126,
4104,5348,6187,6580,6533,6543,6596,6672,6747,6817,6864,6903,6915,6940,6927,6893,6837,6748,6696,6636,6568,6504,6419,6331,6269,6227,6234,6306,6378,6419,6460,6480,6513,6556,6595,6639,6640,6609,6574,6543,6441,6049,5229,4048,2684,1461,586,265,708,1674,2981,4356,5412,6059,6258,6184,6157,6163,6223,6325,6460,6141,5354,4141,
4675,6109,7092,7572,7563,7595,7659,7756,7859,7907,7946,7955,7947,7959,7936,7905,7863,7793,7749,7713,7679,7644,7594,7528,7473,7433,7420,7444,7475,7481,7495,7503,7527,7572,7608,7634,7650,7653,7665,7698,7623,7177,6221,4831,3225,1783,741,349,857,1987,3501,5090,6338,7115,7384,7333,7295,7286,7324,7378,7457,7034,6075,4673,
4635,6082,7097,7582,7609,7665,7729,7818,7896,7916,7929,7905,7884,7875,7853,7839,7815,7785,7768,7775,7795,7799,7797,7788,7745,7714,7689,7668,7643,7616,7576,7556,7550,7580,7604,7621,7653,7683,7735,7805,7762,7341,6401,4991,3357,1879,811,402,901,2050,3574,5182,6477,7281,7581,7557,7535,7520,7522,7507,7492,7017,6010,4576,
4059,5363,6280,6716,6764,6822,6866,6925,6948,6932,6890,6850,6809,6788,6780,6780,6789,6820,6848,6891,6947,6987,7032,7072,7070,7061,7025,6959,6881,6826,6755,6708,6682,6684,6690,6693,6719,6776,6836,6939,6926,6596,5786,4538,3087,1760,803,439,868,1897,3259,4705,5873,6605,6890,6910,6916,6896,6849,6769,6678,6200,5276,3976,
3214,4260,5004,5372,5431,5458,5480,5481,5451,5400,5334,5270,5230,5194,5204,5226,5261,5327,5374,5425,5500,5582,5652,5712,5750,5754,5721,5632,5533,5456,5390,5352,5323,5304,5292,5272,5276,5327,5413,5508,5522,5280,4663,3703,2577,1535,775,490,836,1653,2736,3878,4808,5411,5675,5713,5729,5711,5634,5534,5399,4970,4188,3126,
2380,3163,3726,4003,4061,4063,4045,3991,3912,3850,3783,3736,3704,3676,3693,3722,3764,3826,3876,3922,3982,4053,4123,4191,4249,4277,4246,4181,4098,4022,3968,3937,3909,3880,3863,3845,3855,3890,3949,4003,4024,3874,3484,2846,2084,1352,813,606,857,1442,2216,3014,3664,4092,4297,4352,4385,4384,4322,4221,4089,3738,3131,2327,
1676,2235,2636,2828,2853,2839,2790,2719,2629,2576,2530,2501,2488,2468,2470,2491,2522,2573,2616,2647,2671,2717,2774,2829,2889,2923,2915,2876,2823,2766,2733,2723,2713,2703,2684,2667,2663,2689,2723,2756,2770,2714,2518,2185,1754,1317,974,844,989,1354,1836,2307,2680,2928,3044,3107,3139,3145,3110,3040,2953,2711,2271,1685,
1101,1469,1738,1860,1865,1846,1787,1713,1641,1606,1596,1589,1586,1572,1567,1571,1588,1612,1631,1640,1645,1666,1710,1755,1798,1832,1841,1822,1794,1771,1767,1769,1771,1772,1756,1752,1756,1765,1782,1796,1805,1822,1810,1746,1616,1442,1276,1216,1266,1420,1616,1767,1884,1952,1986,2036,2072,2087,2081,2050,2003,1850,1557,1161,
704,932,1097,1169,1161,1129,1077,1012,961,945,955,966,972,968,959,955,958,965,972,975,980,990,1012,1042,1065,1085,1094,1097,1093,1087,1090,1095,1101,1109,1113,1119,1129,1128,1119,1100,1116,1213,1364,1534,1682,1750,1758,1760,1721,1673,1602,1470,1357,1273,1236,1264,1286,1298,1304,1300,1289,1197,1016,761,
416,551,643,683,674,639,595,548,517,518,532,547,556,558,551,547,547,552,552,550,550,550,557,577,594,611,620,622,620,618,623,634,646,658,662,663,661,657,646,633,663,825,1118,1497,1889,2191,2366,2429,2314,2086,1758,1370,1034,809,712,726,735,746,748,751,752,713,612,462,
216,287,332,346,336,316,294,269,253,259,273,286,294,292,288,280,278,277,275,275,279,282,286,294,302,312,321,323,321,320,321,328,335,340,345,346,345,346,337,325,367,578,997,1568,2192,2722,3073,3205,3022,2605,2034,1388,856,504,362,364,369,375,382,386,392,375,324,246,
