0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,
5,8,10,10,9,7,6,7,8,8,9,9,9,11,12,10,9,7,6,7,9,9,9,8,7,7,6,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,7,10,11,12,12,11,8,4,
21,29,36,37,36,34,33,33,34,35,36,36,37,39,39,35,30,26,23,23,25,26,25,23,23,25,25,22,17,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,12,18,22,28,34,39,40,40,37,31,21,
47,64,76,81,79,78,77,76,77,79,81,81,83,83,80,71,61,52,48,48,50,51,48,46,46,49,49,45,35,22,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,19,29,39,49,59,69,77,82,81,75,62,45,
90,122,143,150,146,142,142,142,143,147,146,148,149,143,134,119,104,97,96,100,104,103,102,99,98,101,99,87,72,54,36,26,24,24,23,22,21,20,20,21,20,17,12,6,2,0,0,0,0,3,12,26,43,63,81,100,117,133,144,151,150,137,114,83,
227,304,354,368,359,351,352,346,345,348,345,337,319,290,262,238,233,248,268,286,296,296,298,300,295,290,276,256,238,216,197,185,182,186,186,183,179,181,188,196,190,163,122,76,36,13,8,10,15,31,66,114,168,223,270,303,326,342,352,357,360,338,283,204,
669,898,1040,1065,1045,1023,1003,990,984,975,952,900,813,715,639,601,620,688,772,841,884,908,913,906,898,875,843,813,774,734,705,689,695,717,744,771,786,795,806,806,772,681,532,350,190,86,49,53,82,152,284,456,638,794,897,949,974,994,999,997,993,956,813,601,
1556,2071,2410,2500,2461,2414,2369,2349,2333,2288,2211,2060,1855,1653,1485,1417,1496,1669,1882,2047,2152,2218,2241,2238,2224,2174,2111,2054,1991,1938,1893,1869,1882,1933,2015,2088,2128,2141,2142,2119,2019,1795,1443,1004,595,300,157,150,240,461,813,1233,1651,1990,2188,2271,2285,2275,2274,2276,2286,2202,1902,1426,
2756,3635,4232,4465,4423,4375,4318,4274,4236,4154,4012,3753,3421,3084,2804,2717,2855,3147,3496,3779,3971,4097,4132,4128,4102,4027,3939,3861,3778,3729,3686,3661,3693,3773,3897,4002,4060,4082,4061,3993,3797,3383,2752,1982,1234,672,369,321,515,948,1588,2340,3072,3639,3971,4071,4057,4011,3990,4008,4058,3882,3375,2574,
4003,5252,6126,6535,6503,6474,6425,6376,6315,6204,6017,5688,5258,4816,4448,4328,4485,4855,5306,5696,5967,6121,6166,6162,6116,6025,5937,5850,5784,5746,5700,5685,5741,5837,5970,6088,6155,6182,6137,6022,5746,5155,4235,3117,1998,1141,661,566,882,1551,2488,3573,4611,5397,5840,5947,5894,5816,5783,5828,5914,5647,4928,3795,
4846,6365,7445,7999,8006,8005,7984,7951,7895,7795,7598,7279,6852,6377,5978,5835,5973,6347,6819,7230,7525,7669,7712,7702,7636,7553,7479,7425,7398,7388,7366,7362,7405,7480,7596,7710,7749,7761,7718,7573,7260,6572,5480,4123,2726,1627,1005,871,1286,2142,3294,4612,5815,6711,7215,7304,7222,7131,7114,7185,7311,6948,6064,4679,
5014,6604,7741,8340,8398,8441,8446,8436,8401,8341,8219,7996,7657,7246,6881,6717,6792,7099,7490,7839,8082,8186,8189,8157,8095,8052,8011,8004,8036,8074,8076,8076,8099,8132,8199,8267,8288,8283,8250,8135,7838,7167,6048,4638,3177,2004,1333,1199,1654,2569,3767,5099,6300,7166,7626,7697,7625,7554,7555,7643,7770,7392,6437,4944,
4520,5971,7009,7536,7619,7688,7722,7742,7731,7736,7716,7632,7452,7186,6902,6735,6726,6891,7158,7393,7546,7587,7548,7514,7472,7462,7482,7537,7618,7676,7705,7720,7718,7707,7689,7686,7684,7678,7662,7604,7390,6856,5886,4614,3295,2215,1611,1533,1983,2831,3900,5041,6043,6745,7089,7141,7094,7074,7095,7180,7278,6904,5979,4576,
3558,4708,5522,5914,5985,6047,6097,6142,6171,6229,6306,6352,6333,6225,6041,5888,5824,5864,5992,6103,6157,6138,6079,6041,6028,6057,6126,6226,6335,6422,6478,6502,6459,6403,6325,6251,6225,6212,6218,6231,6120,5776,5089,4126,3122,2285,1838,1846,2243,2940,3744,4545,5222,5662,5850,5884,5877,5899,5947,6009,6055,5706,4899,3715,
2537,3335,3879,4138,4178,4212,4259,4297,4340,4423,4555,4684,4774,4764,4662,4544,4447,4408,4434,4463,4461,4421,4368,4340,4358,4425,4519,4627,4726,4801,4874,4900,4848,4767,4656,4549,4508,4492,4529,4582,4559,4397,3998,3417,2802,2307,2079,2176,2523,3021,3505,3919,4223,4388,4437,4460,4493,4568,4611,4615,4597,4278,3621,2722,
1693,2208,2531,2664,2664,2666,2699,2728,2772,2850,2976,3122,3230,3268,3232,3139,3051,2994,2992,3004,2990,2959,2939,2937,2982,3064,3155,3247,3315,3351,3412,3432,3400,3323,3195,3086,3034,3024,3064,3133,3165,3152,3023,2786,2536,2358,2350,2540,2837,3140,3333,3401,3375,3303,3244,3255,3302,3373,3405,3365,3280,2998,2489,1853,
1048,1352,1526,1577,1545,1529,1548,1565,1607,1673,1768,1876,1957,1992,1981,1928,1875,1842,1839,1849,1861,1859,1866,1887,1943,2019,2093,2143,2174,2191,2232,2244,2225,2169,2066,1975,1925,1908,1935,1981,2044,2139,2226,2291,2362,2462,2630,2883,3125,3249,3194,2976,2686,2427,2274,2254,2294,2348,2359,2287,2178,1940,1579,1168,
615,782,873,887,852,838,847,855,884,926,985,1052,1102,1120,1112,1082,1054,1042,1052,1075,1101,1121,1144,1186,1248,1303,1347,1358,1354,1356,1374,1385,1377,1338,1273,1203,1166,1146,1157,1195,1279,1446,1683,1975,2312,2649,2965,3243,3398,3362,3097,2660,2168,1770,1545,1501,1536,1564,1538,1448,1337,1167,941,695,
328,413,458,456,435,429,432,441,458,482,516,550,581,594,590,577,560,554,568,591,620,647,673,721,764,797,817,803,779,768,765,781,781,753,714,673,645,640,646,676,771,1000,1364,1830,2346,2825,3235,3517,3597,3413,2983,2382,1757,1272,1002,938,961,964,928,846,750,636,506,375,
155,197,219,218,206,201,201,207,217,233,251,267,283,291,288,283,277,274,284,300,318,340,364,394,425,441,444,423,396,378,364,366,362,352,342,330,322,324,327,353,454,715,1160,1754,2398,2982,3436,3693,3689,3387,2827,2115,1418,890,596,516,534,532,500,446,380,314,250,185,
